,id,word,constitutive_component,constitutive_policydemic,regulative_component,regulative_policydemic
1835,74-114,(,_,_,_,_
1836,74-115,V,_,_,_,_
1837,74-116,),_,_,_,_
1838,74-117,an,_,_,_,_
1839,74-118,Executive,_,_,_,_
1840,74-119,Agency,_,_,_,_
1841,74-120,as,_,_,_,_
1842,74-121,defined,_,_,_,_
1843,74-122,in,_,_,_,_
1844,74-123,section,_,_,_,_
1845,74-124,105,_,_,_,_
1846,74-125,of,_,_,_,_
1847,74-126,title,_,_,_,_
1848,74-127,5,_,_,_,_
1849,74-128,",",_,_,_,_
1850,74-129,United,_,_,_,_
1851,74-130,States,_,_,_,_
1852,74-131,Code,_,_,_,_
1853,74-132,",",_,_,_,_
1854,74-133,and,_,_,_,_
1855,74-134,including,_,_,_,_
1856,74-135,the,_,_,_,_
1857,74-136,U.S,_,_,_,_
1858,74-137,.,_,_,_,_
1859,75-1,Postal,_,_,_,_
1860,75-2,Service,_,_,_,_
1861,75-3,and,_,_,_,_
1862,75-4,the,_,_,_,_
1863,75-5,Postal,_,_,_,_
1864,75-6,Regulatory,_,_,_,_
1865,75-7,Commission,_,_,_,_
1866,75-8,;,_,_,_,_
1867,75-9,and,_,_,_,_
1868,75-10,(,_,_,_,_
1869,75-11,ii,_,_,_,_
1870,75-12,),_,_,_,_
1871,75-13,engaged,_,_,_,_
1872,75-14,in,_,_,_,_
1873,75-15,commerce,_,_,_,_
1874,75-16,(,_,_,_,_
1875,75-17,including,_,_,_,_
1876,75-18,government,_,_,_,_
1877,75-19,),_,_,_,_
1878,75-20,",",_,_,_,_
1879,75-21,or,_,_,_,_
1880,75-22,an,_,_,_,_
1881,75-23,industry,_,_,_,_
1882,75-24,or,_,_,_,_
1883,75-25,activity,_,_,_,_
1884,75-26,affecting,_,_,_,_
1885,75-27,commerce,_,_,_,_
1886,75-28,(,_,_,_,_
1887,75-29,including,_,_,_,_
1888,75-30,government,_,_,_,_
1889,75-31,),_,_,_,_
1890,75-32,",",_,_,_,_
1891,75-33,as,_,_,_,_
1892,75-34,defined,_,_,_,_
1893,75-35,in,_,_,_,_
1894,75-36,subparagraph,_,_,_,_
1895,75-37,(,_,_,_,_
1896,75-38,B,_,_,_,_
1897,75-39,),_,_,_,_
1898,75-40,(,_,_,_,_
1899,75-41,iii,_,_,_,_
1900,75-42,),_,_,_,_
1901,75-43,.,_,_,_,_
1902,76-1,(,_,_,_,_
1903,76-2,B,_,_,_,_
1904,76-3,),_,_,_,_
1905,76-4,COVERED,_,_,_,_
1906,76-5,EMPLOYER,_,_,_,_
1907,76-6,.,_,_,_,_
1908,76-7,-,_,_,_,_
1909,76-8,-,_,_,_,_
1910,76-9,(,_,_,_,_
1911,76-10,i,_,_,_,_
1912,76-11,),_,_,_,_
1913,76-12,IN,_,_,_,_
1914,76-13,GENERAL,_,_,_,_
1915,76-14,.,_,_,_,_
1916,77-1,-,_,_,_,_
1917,77-2,-,_,_,_,_
1918,77-3,In,_,_,_,_
1919,77-4,subparagraph,_,_,_,_
1920,77-5,(,_,_,_,_
1921,77-6,A,_,_,_,_
1922,77-7,),_,_,_,_
1923,77-8,(,_,_,_,_
1924,77-9,i,_,_,_,_
1925,77-10,),_,_,_,_
1926,77-11,(,_,_,_,_
1927,77-12,I,_,_,_,_
1928,77-13,),_,_,_,_
1929,77-14,",",_,_,_,_
1930,77-15,the,_,_,_,_
1931,77-16,term,_,_,_,_
1932,77-17,`,_,_,_,_
1933,77-18,`,_,_,_,_
1934,77-19,covered,_,_,_,_
1935,77-20,employer,_,_,_,_
1936,77-21,',_,_,_,_
1937,77-22,',_,_,_,_
1938,77-23,-,_,_,_,_
1939,77-24,-,_,_,_,_
1940,77-25,(,_,_,_,_
1941,77-26,I,_,_,_,_
1942,77-27,),_,_,_,_
1943,77-28,means,_,_,_,_
1944,77-29,any,_,_,_,_
1945,77-30,person,_,_,_,_
1946,77-31,engaged,_,_,_,_
1947,77-32,in,_,_,_,_
1948,77-33,commerce,_,_,_,_
1949,77-34,or,_,_,_,_
1950,77-35,in,_,_,_,_
1951,77-36,any,_,_,_,_
1952,77-37,industry,_,_,_,_
1953,77-38,or,_,_,_,_
1954,77-39,activity,_,_,_,_
1955,77-40,affecting,_,_,_,_
1956,77-41,commerce,_,_,_,_
1957,77-42,that,_,_,_,_
1958,77-43,-,_,_,_,_
1959,77-44,-,_,_,_,_
1960,77-45,(,_,_,_,_
1961,77-46,aa,_,_,_,_
1962,77-47,),_,_,_,_
1963,77-48,in,_,_,_,_
1964,77-49,the,_,_,_,_
1965,77-50,case,_,_,_,_
1966,77-51,of,_,_,_,_
1967,77-52,a,_,_,_,_
1968,77-53,private,_,_,_,_
1969,77-54,entity,_,_,_,_
1970,77-55,or,_,_,_,_
1971,77-56,individual,_,_,_,_
1972,77-57,",",_,_,_,_
1973,77-58,employs,_,_,_,_
1974,77-59,fewer,_,_,_,_
1975,77-60,than,_,_,_,_
1976,77-61,500,_,_,_,_
1977,77-62,employees,_,_,_,_
1978,77-63,;,_,_,_,_
1979,77-64,and,_,_,_,_
1980,77-65,(,_,_,_,_
1981,77-66,bb,_,_,_,_
1982,77-67,),_,_,_,_
1983,77-68,in,_,_,_,_
1984,77-69,the,_,_,_,_
1985,77-70,case,_,_,_,_
1986,77-71,of,_,_,_,_
1987,77-72,a,_,_,_,_
1988,77-73,public,_,_,_,_
1989,77-74,agency,_,_,_,_
1990,77-75,or,_,_,_,_
1991,77-76,any,_,_,_,_
1992,77-77,other,_,_,_,_
1993,77-78,entity,_,_,_,_
1994,77-79,that,_,_,_,_
1995,77-80,is,_,_,_,_
1996,77-81,not,_,_,_,_
1997,77-82,a,_,_,_,_
1998,77-83,private,_,_,_,_
1999,77-84,entity,_,_,_,_
2000,77-85,or,_,_,_,_
2001,77-86,individual,_,_,_,_
2002,77-87,",",_,_,_,_
2003,77-88,employs,_,_,_,_
2004,77-89,1,_,_,_,_
2005,77-90,or,_,_,_,_
2006,77-91,more,_,_,_,_
2007,77-92,employees,_,_,_,_
2008,77-93,;,_,_,_,_
2009,77-94,(,_,_,_,_
2010,77-95,II,_,_,_,_
2011,77-96,),_,_,_,_
2012,77-97,includes,_,_,_,_
2013,77-98,-,_,_,_,_
2014,77-99,-,_,_,_,_
2015,77-100,(,_,_,_,_
2016,77-101,aa,_,_,_,_
2017,77-102,),_,_,_,_
2018,77-103,includes,_,_,_,_
2019,77-104,any,_,_,_,_
2020,77-105,person,_,_,_,_
2021,77-106,acting,_,_,_,_
2022,77-107,directly,_,_,_,_
2023,77-108,or,_,_,_,_
2024,77-109,indirectly,_,_,_,_
2025,77-110,in,_,_,_,_
2026,77-111,the,_,_,_,_
2027,77-112,interest,_,_,_,_
2028,77-113,of,_,_,_,_
2029,77-114,an,_,_,_,_
2030,77-115,employer,_,_,_,_
2031,77-116,in,_,_,_,_
2032,77-117,relation,_,_,_,_
2033,77-118,to,_,_,_,_
2034,77-119,an,_,_,_,_
2035,77-120,employee,_,_,_,_
2036,77-121,(,_,_,_,_
2037,77-122,within,_,_,_,_
2038,77-123,the,_,_,_,_
2039,77-124,meaning,_,_,_,_
2040,77-125,of,_,_,_,_
2041,77-126,such,_,_,_,_
2042,77-127,phrase,_,_,_,_
2043,77-128,in,_,_,_,_
2044,77-129,section,_,_,_,_
2045,77-130,3,_,_,_,_
2046,77-131,(,_,_,_,_
2047,77-132,d,_,_,_,_
2048,77-133,),_,_,_,_
2049,77-134,of,_,_,_,_
2050,77-135,the,_,_,_,_
2051,77-136,Fair,_,_,_,_
2052,77-137,Labor,_,_,_,_
2053,77-138,Standards,_,_,_,_
2054,77-139,Act,_,_,_,_
2055,77-140,of,_,_,_,_
2056,77-141,1938,_,_,_,_
2057,77-142,(,_,_,_,_
2058,77-143,29,_,_,_,_
2059,77-144,U.S.C,_,_,_,_
2060,77-145,.,_,_,_,_
2061,77-146,203,_,_,_,_
2062,77-147,(,_,_,_,_
2063,77-148,d,_,_,_,_
2064,77-149,),_,_,_,_
2065,77-150,),_,_,_,_
2066,77-151,;,_,_,_,_
2067,77-152,and,_,_,_,_
2068,77-153,(,_,_,_,_
2069,77-154,bb,_,_,_,_
2070,77-155,),_,_,_,_
2071,77-156,any,_,_,_,_
2072,77-157,successor,_,_,_,_
2073,77-158,in,_,_,_,_
2074,77-159,interest,_,_,_,_
2075,77-160,of,_,_,_,_
2076,77-161,an,_,_,_,_
2077,77-162,employer,_,_,_,_
2078,77-163,;,_,_,_,_
2079,77-164,(,_,_,_,_
2080,77-165,III,_,_,_,_
2081,77-166,),_,_,_,_
2082,77-167,includes,_,_,_,_
2083,77-168,any,_,_,_,_
2084,77-169,`,_,_,_,_
2085,77-170,`,_,_,_,_
2086,77-171,public,_,_,_,_
2087,77-172,agency,_,_,_,_
2088,77-173,',_,_,_,_
2089,77-174,',_,_,_,_
2090,77-175,",",_,_,_,_
2091,77-176,as,_,_,_,_
2092,77-177,defined,_,_,_,_
2093,77-178,in,_,_,_,_
2094,77-179,section,_,_,_,_
2095,77-180,3,_,_,_,_
2096,77-181,(,_,_,_,_
2097,77-182,x,_,_,_,_
2098,77-183,),_,_,_,_
2099,77-184,of,_,_,_,_
2100,77-185,the,_,_,_,_
2101,77-186,Fair,_,_,_,_
2102,77-187,Labor,_,_,_,_
2103,77-188,Standards,_,_,_,_
2104,77-189,Act,_,_,_,_
2105,77-190,of,_,_,_,_
2106,77-191,1938,_,_,_,_
2107,77-192,(,_,_,_,_
2108,77-193,29,_,_,_,_
2109,77-194,U.S.C,_,_,_,_
2110,77-195,.,_,_,_,_
2111,77-196,203,_,_,_,_
2112,77-197,(,_,_,_,_
2113,77-198,x,_,_,_,_
2114,77-199,),_,_,_,_
2115,77-200,),_,_,_,_
2116,77-201,;,_,_,_,_
2117,77-202,and,_,_,_,_
2118,77-203,(,_,_,_,_
2119,77-204,IV,_,_,_,_
2120,77-205,),_,_,_,_
2121,77-206,includes,_,_,_,_
2122,77-207,the,_,_,_,_
2123,77-208,Government,_,_,_,_
2124,77-209,Accountability,_,_,_,_
2125,77-210,Office,_,_,_,_
2126,77-211,and,_,_,_,_
2127,77-212,the,_,_,_,_
2128,77-213,Library,_,_,_,_
2129,77-214,of,_,_,_,_
2130,77-215,Congress,_,_,_,_
2131,77-216,.,_,_,_,_
2132,78-1,(,_,_,_,_
2133,78-2,ii,_,_,_,_
2134,78-3,),_,_,_,_
2135,78-4,PUBLIC,_,_,_,_
2136,78-5,AGENCY,_,_,_,_
2137,78-6,.,_,_,_,_
2138,79-1,-,_,_,_,_
2139,79-2,-,_,_,_,_
2140,79-3,For,_,_,_,_
2141,79-4,purposes,_,_,_,_
2142,79-5,of,_,_,_,_
2143,79-6,clause,_,_,_,_
2144,79-7,(,_,_,_,_
2145,79-8,i,_,_,_,_
2146,79-9,),_,_,_,_
2147,79-10,(,_,_,_,_
2148,79-11,IV,_,_,_,_
2149,79-12,),_,_,_,_
2150,79-13,",",_,_,_,_
2151,79-14,a,_,_,_,_
2152,79-15,public,_,_,_,_
2153,79-16,agency,_,_,_,_
2154,79-17,shall,_,_,_,_
2155,79-18,be,_,_,_,_
2156,79-19,considered,_,_,_,_
2157,79-20,to,_,_,_,_
2158,79-21,be,_,_,_,_
2159,79-22,a,_,_,_,_
2160,79-23,person,_,_,_,_
2161,79-24,engaged,_,_,_,_
2162,79-25,in,_,_,_,_
2163,79-26,commerce,_,_,_,_
2164,79-27,or,_,_,_,_
2165,79-28,in,_,_,_,_
2166,79-29,an,_,_,_,_
2167,79-30,industry,_,_,_,_
2168,79-31,or,_,_,_,_
2169,79-32,activity,_,_,_,_
2170,79-33,affecting,_,_,_,_
2171,79-34,commerce,_,_,_,_
2172,79-35,.,_,_,_,_
2173,80-1,(,_,_,_,_
2174,80-2,iii,_,_,_,_
2175,80-3,),_,_,_,_
2176,80-4,DEFINITIONS,_,_,_,_
2177,80-5,.,_,_,_,_
2178,81-1,-,_,_,_,_
2179,81-2,-,_,_,_,_
2180,81-3,For,_,_,_,_
2181,81-4,purposes,_,_,_,_
2182,81-5,of,_,_,_,_
2183,81-6,this,_,_,_,_
2184,81-7,subparagraph,_,_,_,_
2185,81-8,:,_,_,_,_
2186,81-9,(,_,_,_,_
2187,81-10,I,_,_,_,_
2188,81-11,),_,_,_,_
2189,81-12,COMMERCE,_,_,_,_
2190,81-13,.,_,_,_,_
2191,82-1,-,_,_,_,_
2192,82-2,-,_,_,_,_
2193,82-3,The,_,_,_,_
2194,82-4,terms,_,_,_,_
2195,82-5,`,_,_,_,_
2196,82-6,`,_,_,_,_
2197,82-7,commerce,_,_,_,_
2198,82-8,',_,_,_,_
2199,82-9,',_,_,_,_
2200,82-10,and,_,_,_,_
2201,82-11,`,_,_,_,_
2202,82-12,`,_,_,_,_
2203,82-13,industry,_,_,_,_
2204,82-14,or,_,_,_,_
2205,82-15,activity,_,_,_,_
2206,82-16,affecting,_,_,_,_
2207,82-17,commerce,_,_,_,_
2208,82-18,',_,_,_,_
2209,82-19,',_,_,_,_
2210,82-20,means,_,_,_,_
2211,82-21,any,_,_,_,_
2212,82-22,activity,_,_,_,_
2213,82-23,",",_,_,_,_
2214,82-24,business,_,_,_,_
2215,82-25,",",_,_,_,_
2216,82-26,or,_,_,_,_
2217,82-27,industry,_,_,_,_
2218,82-28,in,_,_,_,_
2219,82-29,commerce,_,_,_,_
2220,82-30,or,_,_,_,_
2221,82-31,in,_,_,_,_
2222,82-32,which,_,_,_,_
2223,82-33,a,_,_,_,_
2224,82-34,labor,_,_,_,_
2225,82-35,dispute,_,_,_,_
2226,82-36,would,_,_,_,_
2227,82-37,hinder,_,_,_,_
2228,82-38,or,_,_,_,_
2229,82-39,obstruct,_,_,_,_
2230,82-40,commerce,_,_,_,_
2231,82-41,or,_,_,_,_
2232,82-42,the,_,_,_,_
2233,82-43,free,_,_,_,_
2234,82-44,flow,_,_,_,_
2235,82-45,of,_,_,_,_
2236,82-46,commerce,_,_,_,_
2237,82-47,",",_,_,_,_
2238,82-48,and,_,_,_,_
2239,82-49,include,_,_,_,_
2240,82-50,`,_,_,_,_
2241,82-51,`,_,_,_,_
2242,82-52,commerce,_,_,_,_
2243,82-53,',_,_,_,_
2244,82-54,',_,_,_,_
2245,82-55,and,_,_,_,_
2246,82-56,any,_,_,_,_
2247,82-57,`,_,_,_,_
2248,82-58,`,_,_,_,_
2249,82-59,industry,_,_,_,_
2250,82-60,affecting,_,_,_,_
2251,82-61,commerce,_,_,_,_
2252,82-62,',_,_,_,_
2253,82-63,',_,_,_,_
2254,82-64,",",_,_,_,_
2255,82-65,as,_,_,_,_
2256,82-66,defined,_,_,_,_
2257,82-67,in,_,_,_,_
2258,82-68,paragraphs,_,_,_,_
2259,82-69,(,_,_,_,_
2260,82-70,1,_,_,_,_
2261,82-71,),_,_,_,_
2262,82-72,and,_,_,_,_
2263,82-73,(,_,_,_,_
2264,82-74,3,_,_,_,_
2265,82-75,),_,_,_,_
2266,82-76,of,_,_,_,_
2267,82-77,section,_,_,_,_
2268,82-78,501,_,_,_,_
2269,82-79,of,_,_,_,_
2270,82-80,the,_,_,_,_
2271,82-81,Labor,_,_,_,_
2272,82-82,Management,_,_,_,_
2273,82-83,Relations,_,_,_,_
2274,82-84,Act,_,_,_,_
2275,82-85,of,_,_,_,_
2276,82-86,1947,_,_,_,_
2277,82-87,(,_,_,_,_
2278,82-88,29,_,_,_,_
2279,82-89,U.S.C,_,_,_,_
2280,82-90,.,_,_,_,_
2281,82-91,142,_,_,_,_
2282,82-92,(,_,_,_,_
2283,82-93,1,_,_,_,_
2284,82-94,),_,_,_,_
2285,82-95,and,_,_,_,_
2286,82-96,(,_,_,_,_
2287,82-97,3,_,_,_,_
2288,82-98,),_,_,_,_
2289,82-99,),_,_,_,_
2290,82-100,.,_,_,_,_
2291,83-1,(,_,_,_,_
2292,83-2,II,_,_,_,_
2293,83-3,),_,_,_,_
2294,83-4,EMPLOYEE,_,_,_,_
2295,83-5,.,_,_,_,_
2296,84-1,-,_,_,_,_
2297,84-2,-,_,_,_,_
2298,84-3,The,_,_,_,_
2299,84-4,term,_,_,_,_
2300,84-5,`,_,_,_,_
2301,84-6,`,_,_,_,_
2302,84-7,employee,_,_,_,_
2303,84-8,',_,_,_,_
2304,84-9,',_,_,_,_
2305,84-10,has,_,_,_,_
2306,84-11,the,_,_,_,_
2307,84-12,same,_,_,_,_
2308,84-13,meaning,_,_,_,_
2309,84-14,given,_,_,_,_
2310,84-15,such,_,_,_,_
2311,84-16,term,_,_,_,_
2312,84-17,in,_,_,_,_
2313,84-18,section,_,_,_,_
2314,84-19,3,_,_,_,_
2315,84-20,(,_,_,_,_
2316,84-21,e,_,_,_,_
2317,84-22,),_,_,_,_
2318,84-23,of,_,_,_,_
2319,84-24,the,_,_,_,_
2320,84-25,Fair,_,_,_,_
2321,84-26,Labor,_,_,_,_
2322,84-27,Standards,_,_,_,_
2323,84-28,Act,_,_,_,_
2324,84-29,of,_,_,_,_
2325,84-30,1938,_,_,_,_
2326,84-31,(,_,_,_,_
2327,84-32,29,_,_,_,_
2328,84-33,U.S.C,_,_,_,_
2329,84-34,.,_,_,_,_
2330,84-35,203,_,_,_,_
2331,84-36,(,_,_,_,_
2332,84-37,e,_,_,_,_
2333,84-38,),_,_,_,_
2334,84-39,),_,_,_,_
2335,84-40,.,_,_,_,_
2336,85-1,(,_,_,_,_
2337,85-2,III,_,_,_,_
2338,85-3,),_,_,_,_
2339,85-4,PERSON,_,_,_,_
2340,85-5,.,_,_,_,_
2341,86-1,-,_,_,_,_
2342,86-2,-,_,_,_,_
2343,86-3,The,_,_,_,_
2344,86-4,term,_,_,_,_
2345,86-5,`,_,_,_,_
2346,86-6,`,_,_,_,_
2347,86-7,person,_,_,_,_
2348,86-8,',_,_,_,_
2349,86-9,',_,_,_,_
2350,86-10,has,_,_,_,_
2351,86-11,the,_,_,_,_
2352,86-12,same,_,_,_,_
2353,86-13,meaning,_,_,_,_
2354,86-14,given,_,_,_,_
2355,86-15,such,_,_,_,_
2356,86-16,term,_,_,_,_
2357,86-17,in,_,_,_,_
2358,86-18,section,_,_,_,_
2359,86-19,3,_,_,_,_
2360,86-20,(,_,_,_,_
2361,86-21,a,_,_,_,_
2362,86-22,),_,_,_,_
2363,86-23,of,_,_,_,_
2364,86-24,the,_,_,_,_
2365,86-25,Fair,_,_,_,_
2366,86-26,Labor,_,_,_,_
2367,86-27,Standards,_,_,_,_
2368,86-28,Act,_,_,_,_
2369,86-29,of,_,_,_,_
2370,86-30,1938,_,_,_,_
2371,86-31,(,_,_,_,_
2372,86-32,29,_,_,_,_
2373,86-33,U.S.C,_,_,_,_
2374,86-34,.,_,_,_,_
2375,86-35,203,_,_,_,_
2376,86-36,(,_,_,_,_
2377,86-37,a,_,_,_,_
2378,86-38,),_,_,_,_
2379,86-39,),_,_,_,_
2380,87-1,.,_,_,_,_
2381,88-1,(,_,_,_,_
2382,88-2,3,_,_,_,_
2383,88-3,),_,_,_,_
2384,88-4,FLSA,_,_,_,_
2385,88-5,TERMS,_,_,_,_
2386,88-6,.,_,_,_,_
2387,89-1,-,_,_,_,_
2388,89-2,-,_,_,_,_
2389,89-3,The,_,_,_,_
2390,89-4,terms,_,_,_,_
2391,89-5,`,_,_,_,_
2392,89-6,`,_,_,_,_
2393,89-7,employ,_,_,_,_
2394,89-8,',_,_,_,_
2395,89-9,',_,_,_,_
2396,89-10,and,_,_,_,_
2397,89-11,`,_,_,_,_
2398,89-12,`,_,_,_,_
2399,89-13,State,_,_,_,_
2400,89-14,',_,_,_,_
2401,89-15,',_,_,_,_
2402,89-16,have,_,_,_,_
2403,89-17,the,_,_,_,_
2404,89-18,meanings,_,_,_,_
2405,89-19,given,_,_,_,_
2406,89-20,such,_,_,_,_
2407,89-21,terms,_,_,_,_
2408,89-22,in,_,_,_,_
2409,89-23,section,_,_,_,_
2410,89-24,3,_,_,_,_
2411,89-25,of,_,_,_,_
2412,89-26,the,_,_,_,_
2413,89-27,Fair,_,_,_,_
2414,89-28,Labor,_,_,_,_
2415,89-29,Standards,_,_,_,_
2416,89-30,Act,_,_,_,_
2417,89-31,of,_,_,_,_
2418,89-32,1938,_,_,_,_
2419,89-33,(,_,_,_,_
2420,89-34,29,_,_,_,_
2421,89-35,U.S.C,_,_,_,_
2422,89-36,.,_,_,_,_
2423,89-37,203,_,_,_,_
2424,89-38,),_,_,_,_
2425,90-1,.,_,_,_,_
2426,91-1,(,_,_,_,_
2427,91-2,4,_,_,_,_
2428,91-3,),_,_,_,_
2429,91-4,FMLA,_,_,_,_
2430,91-5,terms,_,_,_,_
2431,91-6,.,_,_,_,_
2432,92-1,-,_,_,_,_
2433,92-2,-,_,_,_,_
2434,92-3,The,_,_,_,_
2435,92-4,terms,_,_,_,_
2436,92-5,`,_,_,_,_
2437,92-6,`,_,_,_,_
2438,92-7,health,_,_,_,_
2439,92-8,care,_,_,_,_
2440,92-9,provider,_,_,_,_
2441,92-10,',_,_,_,_
2442,92-11,',_,_,_,_
2443,92-12,and,_,_,_,_
2444,92-13,`,_,_,_,_
2445,92-14,`,_,_,_,_
2446,92-15,son,_,_,_,_
2447,92-16,or,_,_,_,_
2448,92-17,daughter,_,_,_,_
2449,92-18,',_,_,_,_
2450,92-19,',_,_,_,_
2451,92-20,have,_,_,_,_
2452,92-21,the,_,_,_,_
2453,92-22,meanings,_,_,_,_
2454,92-23,given,_,_,_,_
2455,92-24,such,_,_,_,_
2456,92-25,terms,_,_,_,_
2457,92-26,in,_,_,_,_
2458,92-27,section,_,_,_,_
2459,92-28,101,_,_,_,_
2460,92-29,of,_,_,_,_
2461,92-30,the,_,_,_,_
2462,92-31,Family,_,_,_,_
2463,92-32,and,_,_,_,_
2464,92-33,Medical,_,_,_,_
2465,92-34,Leave,_,_,_,_
2466,92-35,Act,_,_,_,_
2467,92-36,of,_,_,_,_
2468,92-37,1993,_,_,_,_
2469,92-38,(,_,_,_,_
2470,92-39,29,_,_,_,_
2471,92-40,U.S.C,_,_,_,_
2472,92-41,.,_,_,_,_
2473,92-42,2611,_,_,_,_
2474,92-43,),_,_,_,_
2475,93-1,.,_,_,_,_
2476,94-1,(,_,_,_,_
2477,94-2,5,_,_,_,_
2478,94-3,),_,_,_,_
2479,94-4,PAID,_,_,_,_
2480,94-5,SICK,_,_,_,_
2481,94-6,TIME,_,_,_,_
2482,94-7,.,_,_,_,_
2483,95-1,-,_,_,_,_
2484,95-2,-,_,_,_,_
2485,95-3,(,_,_,_,_
2486,95-4,A,_,_,_,_
2487,95-5,),_,_,_,_
2488,95-6,IN,_,_,_,_
2489,95-7,GENERAL,_,_,_,_
2490,95-8,.,_,_,_,_
2491,96-1,-,_,_,_,_
2492,96-2,-,_,_,_,_
2493,96-3,The,_,_,_,_
2494,96-4,term,_,_,_,_
2495,96-5,`,_,_,_,_
2496,96-6,`,_,_,_,_
2497,96-7,paid,_,_,_,_
2498,96-8,sick,_,_,_,_
2499,96-9,time,_,_,_,_
2500,96-10,',_,_,_,_
2501,96-11,',_,_,_,_
2502,96-12,means,_,_,_,_
2503,96-13,an,_,_,_,_
2504,96-14,increment,_,_,_,_
2505,96-15,of,_,_,_,_
2506,96-16,compensated,_,_,_,_
2507,96-17,leave,_,_,_,_
2508,96-18,that,_,_,_,_
2509,96-19,-,_,_,_,_
2510,96-20,-,_,_,_,_
2511,96-21,(,_,_,_,_
2512,96-22,i,_,_,_,_
2513,96-23,),_,_,_,_
2514,96-24,is,_,_,_,_
2515,96-25,provided,_,_,_,_
2516,96-26,by,_,_,_,_
2517,96-27,an,_,_,_,_
2518,96-28,employer,_,_,_,_
2519,96-29,for,_,_,_,_
2520,96-30,use,_,_,_,_
2521,96-31,during,_,_,_,_
2522,96-32,an,_,_,_,_
2523,96-33,absence,_,_,_,_
2524,96-34,from,_,_,_,_
2525,96-35,employment,_,_,_,_
2526,96-36,for,_,_,_,_
2527,96-37,a,_,_,_,_
2528,96-38,reason,_,_,_,_
2529,96-39,described,_,_,_,_
2530,96-40,in,_,_,_,_
2531,96-41,any,_,_,_,_
2532,96-42,paragraph,_,_,_,_
2533,96-43,of,_,_,_,_
2534,96-44,section,_,_,_,_
2535,96-45,2,_,_,_,_
2536,96-46,(,_,_,_,_
2537,96-47,a,_,_,_,_
2538,96-48,),_,_,_,_
2539,96-49,;,_,_,_,_
2540,96-50,and,_,_,_,_
2541,96-51,(,_,_,_,_
2542,96-52,ii,_,_,_,_
2543,96-53,),_,_,_,_
2544,96-54,is,_,_,_,_
2545,96-55,calculated,_,_,_,_
2546,96-56,based,_,_,_,_
2547,96-57,on,_,_,_,_
2548,96-58,the,_,_,_,_
2549,96-59,employee's,_,_,_,_
2550,96-60,required,_,_,_,_
2551,96-61,compensation,_,_,_,_
2552,96-62,under,_,_,_,_
2553,96-63,subparagraph,_,_,_,_
2554,96-64,(,_,_,_,_
2555,96-65,B,_,_,_,_
2556,96-66,),_,_,_,_
2557,96-67,and,_,_,_,_
2558,96-68,the,_,_,_,_
2559,96-69,number,_,_,_,_
2560,96-70,of,_,_,_,_
2561,96-71,hours,_,_,_,_
2562,96-72,the,_,_,_,_
2563,96-73,employee,_,_,_,_
2564,96-74,would,_,_,_,_
2565,96-75,otherwise,_,_,_,_
2566,96-76,be,_,_,_,_
2567,96-77,normally,_,_,_,_
2568,96-78,scheduled,_,_,_,_
2569,96-79,to,_,_,_,_
2570,96-80,work,_,_,_,_
2571,96-81,(,_,_,_,_
2572,96-82,or,_,_,_,_
2573,96-83,the,_,_,_,_
2574,96-84,number,_,_,_,_
2575,96-85,of,_,_,_,_
2576,96-86,hours,_,_,_,_
2577,96-87,calculated,_,_,_,_
2578,96-88,under,_,_,_,_
2579,96-89,subparagraph,_,_,_,_
2580,96-90,(,_,_,_,_
2581,96-91,C,_,_,_,_
2582,96-92,),_,_,_,_
2583,96-93,),_,_,_,_
2584,96-94,",",_,_,_,_
2585,96-95,except,_,_,_,_
2586,96-96,that,_,_,_,_
2587,96-97,in,_,_,_,_
2588,96-98,no,_,_,_,_
2589,96-99,event,_,_,_,_
2590,96-100,shall,_,_,_,_
2591,96-101,such,_,_,_,_
2592,96-102,paid,_,_,_,_
2593,96-103,sick,_,_,_,_
2594,96-104,time,_,_,_,_
2595,96-105,exceed,_,_,_,_
2596,96-106,-,_,_,_,_
2597,96-107,-,_,_,_,_
2598,96-108,(,_,_,_,_
2599,96-109,I,_,_,_,_
2600,96-110,),_,_,_,_
2601,96-111,$511,_,_,_,_
2602,96-112,per,_,_,_,_
2603,96-113,day,_,_,_,_
2604,96-114,and,_,_,_,_
2605,96-115,"$5,110",_,_,_,_
2606,96-116,in,_,_,_,_
2607,96-117,the,_,_,_,_
2608,96-118,aggregate,_,_,_,_
2609,96-119,for,_,_,_,_
2610,96-120,a,_,_,_,_
2611,96-121,use,_,_,_,_
2612,96-122,described,_,_,_,_
2613,96-123,in,_,_,_,_
2614,96-124,paragraph,_,_,_,_
2615,96-125,(,_,_,_,_
2616,96-126,1,_,_,_,_
2617,96-127,),_,_,_,_
2618,96-128,",",_,_,_,_
2619,96-129,(,_,_,_,_
2620,96-130,2,_,_,_,_
2621,96-131,),_,_,_,_
2622,96-132,",",_,_,_,_
2623,96-133,or,_,_,_,_
2624,96-134,(,_,_,_,_
2625,96-135,3,_,_,_,_
2626,96-136,),_,_,_,_
2627,96-137,of,_,_,_,_
2628,96-138,section,_,_,_,_
2629,96-139,5102,_,_,_,_
2630,96-140,(,_,_,_,_
2631,96-141,a,_,_,_,_
2632,96-142,),_,_,_,_
2633,96-143,;,_,_,_,_
2634,96-144,and,_,_,_,_
2635,96-145,(,_,_,_,_
2636,96-146,II,_,_,_,_
2637,96-147,),_,_,_,_
